Robert Stone$Wolfsbane Family$William Perez                                    $1{Kenneth Reed,Jonathan Morris,Larry Mitchell,Jacob Turner,Benjamin Miller,Jeffrey Walker,Charles Edwards,Donald Harris,Scott Campbell,Joseph Black,Kenneth Collins,Robert Hill,Steven Green,Matthew Sanchez,Mark Morris,Brandon Perez}$Brian Edwards|mASVFwvvwcyns|Benjamin Perez|Ryan Roberts|Steven Rivera
Larry Mitchell$Skullmoor Family II$Scott Black                                      $4{Jonathan White,Gary Lopez,Steven Green,Mark Morris,Robert Hill,Jason Rogers,Larry Scott,Brandon Perez,Nicholas Bell,Jacob Roberts,George Mitchell,Benjamin Howard}$James Walker|Robert Wright|Benjamin Miller|Daniel Miller
William White$Coldspire Family$Robert Hill                                      $1{Matthew Murphy,Mark Morris,Benjamin Howard,Kenneth Young,Nicholas Bell,Brandon Scott,Jacob Howard,Thomas Reed,William Harris,Steven Reed,Robert Stone,Andrew Harris,Richard Morris,Brian Edwards}$Robert Morgan|Larry Mitchell|Brian White|Mark Murphy|Ryan Roberts|Donald Harris|Eric Rivera
Robert Cooper$Ruinfall Family II$Kenneth Reed                                     $3{Jacob Roberts,Matthew Murphy,Benjamin Howard,Charles Edwards,Eric Rivera,Andrew Murphy,Nicholas Bell,Jason Rogers,Kenneth Collins,Brian Edwards,Samuel Reed}$Robert Stewart|Benjamin Perez|Daniel Cooper|Brian Bell|Andrew Harris|James Walker|Ronald Baker|Benjamin Miller|Joseph Black|Jeffrey Walker
Nicholas Bell$Ironspire Family$Joshua Reed                                      $6{Richard Perez,William Cooper,Charles Edwards,Nicholas King,Robert Stone,Jacob Roberts,William Harris,Jacob Howard,Jonathan White,Gary Edwards,Brandon Scott,Scott Campbell,Andrew Harris,Brandon Perez,Robert Cooper,Thomas Perez,Steven Rivera,Donald Wright}$Benjamin Perez|Robert Morgan|Jason Walker|Mark Murphy|Daniel Roberts|Daniel Miller|Thomas Reed|Anthony Rivera|Michael Collins|George Mitchell|Ryan Roberts|Brian Edwards|Thomas Morgan
Donald Harris$Darkspire Family II$Robert Cooper                                    $6{George Phillips,Benjamin Perez,Gary Edwards,Jacob Phillips,Jacob Cook,Anthony Rivera,Charles Edwards}$Andrew Harris|Joshua Reed|Jacob Roberts|Kevin Evans|James Walker|Matthew Murphy|Kevin Walker|William Harris|Brian Edwards|Timothy Morris|Scott Black|Benjamin Howard|Eric Rivera|Stephen Young|Daniel Cooper|Daniel Miller|Michael Collins|Robert Rogers|Andrew Bell
William Cooper$Wraithshade Family$Eric Murphy                                      $3{Matthew Sanchez,Richard Morgan,Kenneth Collins,Jacob Phillips,Timothy Morris,Gary Edwards,Robert Stewart,William Reed,William Harris,Stephen Young,Jason Phillips}$Jonathan Morris|Brandon Perez|Daniel Roberts|Scott Campbell|Jeffrey Walker|Joshua Morgan|Mark Morris|Nicholas Bell|Larry Scott
Scott Campbell$Coldspire Family$William White                                    $3{Larry Mitchell,Thomas Lopez,Kenneth Reed}$Kevin Walker|George Mitchell|Jason Phillips|Michael Carter|Gary Murphy|Robert Stewart|Gary Reed
David Bell$Deadspire Family$William Cooper                                   $5{Nicholas Bell,Eric Murphy,Kevin Evans,Jacob Phillips,Gary Edwards,Jacob Howard,William Reed,Benjamin Miller}$Richard Morgan|Scott Campbell|Jacob Turner|Jacob Cook|Michael Collins|Andrew Baker|Thomas Morgan|Mark Murphy|Samuel Reed|Thomas Lopez|Joshua Morgan|George Mitchell|Anthony Rivera|Robert Stone|William White|Gary Murphy|Donald Wright
Kenneth Young$Cinderspire Family$Jacob Roberts                                    $7{William White,Gary Reed,Daniel Cooper,Thomas Lopez,Benjamin Howard,Jacob Cook,Jason Walker,Robert Stewart,Steven Rivera,Eric Murphy,Kenneth Reed}$Larry Scott|Brian Edwards|Robert Scott|Matthew Stone|Robert Stone|Stephen Young|Benjamin Perez|Samuel Reed
Jacob Roberts$Grimmoor Family$Jacob Howard                                     $1{George Mitchell,Ryan Roberts,William White,Kenneth Young,Kenneth Collins,Richard Perez,Thomas Morgan}$Robert Scott|Jason Rogers|Nicholas King|Jason Phillips|Robert Rogers|Andrew Baker|Joseph Cooper
Daniel Cooper$Stonehart Family$Kenneth Young                                    $3{Scott Campbell,Benjamin Perez,Brandon Scott,Gary Lopez,Andrew Baker,Richard Perez,Larry Mitchell,Michael Collins,Jason Phillips,Brandon Perez,Kevin Evans,Kenneth Collins,Gary Murphy,Robert Cooper,Donald Wright,Timothy Morris}$Gary Reed|Charles Edwards|William White|Brian Bell|Joseph Mitchell|Robert Wright|Jacob Cook|Kevin Walker|Matthew Sanchez
Jonathan Morris$Coldfall Family$Jason Walker                                     $5{Scott Black,Matthew Sanchez,Thomas Perez,Robert Morgan,Joshua Morgan,Donald Harris,Jonathan White,Nicholas King}$Benjamin Perez|William White|Kenneth Collins|Daniel Cooper|William Harris|Mark Morris|Jason Walker|David Bell|Robert Rogers|Robert Scott|Andrew Bell|Jacob Cook|Ryan Collins|Thomas Lopez|Nicholas Bell|Larry Mitchell|Joshua Reed|Daniel Roberts|Matthew Murphy
Andrew Scott$Cindermoor Family$Daniel Cooper                                    $2{Scott Black,Steven Rivera,Gary Edwards,Ryan Collins,Benjamin Miller}$Kenneth Reed|Kevin Walker|Andrew Harris|Ryan Roberts|Mark Morris|Brandon Perez|Donald Harris|David Bell|Brian Edwards|Andrew Baker|Nicholas King|William Perez|Joshua Reed
Richard Morris$Ashenmoor Family$Joseph Black                                     $8{Kenneth Reed,Gary Edwards,William Cooper}$Gary Walker|Brian Bell|William Perez|William Harris|Jason Phillips|Robert Stone|Anthony Rivera|Jacob Roberts|William White
William Perez$Cinderfall Family$Ryan Roberts                                     $2{Matthew Sanchez,Robert Cooper,Robert Wright,Steven Reed,Robert Scott,Jason Phillips,Benjamin Perez,Gary Murphy,Kenneth Reed,Anthony Rivera}$Jacob Cook|Joseph Mitchell|Joshua Morgan|Jason Walker|Thomas Lopez|Daniel Miller|Brian Edwards|Gary Edwards|Brandon Evans|George Mitchell|Daniel Cooper|Steven Rivera|Robert Stewart|Mark Morris|Jonathan White|Robert Morgan|Matthew Murphy|Daniel Roberts
Thomas Perez$Gravefen Family$David Bell                                       $6{Scott Black,Kevin Walker,Gary Murphy,Jason Walker,Andrew Bell,William Reed,William Cooper}$Gary Young|William Harris|Jonathan White
Mark Murphy$Blackshade Family$Brian Bell                                       $5{Jason Rogers,Benjamin Howard,George Mitchell,George Phillips,Larry Mitchell,Ryan Collins,Michael Collins}$Robert Cooper|Joseph Black|William Harris|Gary Walker|Kenneth Collins|Brandon Scott|Joshua Reed|Samuel Reed|Daniel Cooper|Andrew Harris|Jacob Roberts|Robert Scott|Anthony Rivera|Mark Morris|Larry Scott|Jacob Cook|Joseph Mitchell|Gary Murphy|Benjamin Perez
Jonathan White$Stormfall Family$Kenneth Reed                                     $4{Andrew Scott,Jason Walker,Jacob Roberts,Michael Carter,William White,Gary Edwards,Joseph Black,Robert Cooper}$Larry Scott|Kenneth Reed|Brandon Scott|William Perez|Charles Edwards|Joshua Reed|Thomas Morgan|Gary Young|Brandon Evans|Jason Rogers|Thomas Perez|Eric Murphy|Kevin Evans|Matthew Murphy|Benjamin Howard|Ronald Baker|Samuel Reed
Michael Collins$Hollowspire Family$Jacob Howard                                     $0{Robert Stewart,Nicholas King}$Steven Rivera|Brandon Scott|William Cooper|Daniel Cooper|Mark Murphy|Jacob Turner|Thomas Morgan|Ryan Roberts|Daniel Miller|Jacob Howard|Steven Reed|Brian White|Scott Campbell|Benjamin Miller|Jason Phillips|Ronald Baker|William Perez|Brandon Perez|James Walker
Jason Rogers$Ashenwick Family$Jacob Phillips                                   $8{Steven Rivera,Richard Morgan,Thomas Lopez,Andrew Scott,Samuel Reed,Jacob Turner,Kenneth Collins,Benjamin Miller,Brandon Perez,Brian Bell,Thomas Perez}$Gary Lopez|William Reed|Robert Hill|Donald Wright|William Perez|Jacob Roberts|Joseph Mitchell|Kevin Evans|Kevin Walker|George Mitchell|Robert Morgan|Scott Black|Gary Young|Donald Harris
Gary Edwards$Deadmere Family$Gary Walker                                      $1{Jacob Turner,Jacob Cook,Benjamin Perez,Kenneth Collins,Joseph Black,Andrew Harris,Steven Green,Jason Rogers,William Perez,Gary Lopez,Matthew Sanchez,Thomas Reed,Brandon Evans,William Harris,Robert Stewart,Scott Black,Gary Murphy,William White}$Thomas Lopez|Jonathan Morris|Michael Collins|Brian Edwards|Brandon Perez
